CCAA,Comunidades,Fecha,Casos,Hospitalizados,UCI,Fallecidos,Recuperados,nuevos_casos,Poblacion,letalidad,mortalidad,tasa_hospitalización
AN,Andalucía,2020-04-19,11323,5473,690,1013,3229,118,8446561,8.95,11.99,48.34
AR,Aragon,2020-04-19,4886,2244,248,637,1178,55,1324397,13.04,48.1,45.93
AS,Asturias,2020-04-19,2348,1599,122,200,599,50,1019993,8.52,19.61,68.1
IB,Islas Baleares,2020-04-19,1788,963,161,157,1005,15,1198576,8.78,13.1,53.86
CN,Canarias,2020-04-19,2067,826,163,119,813,20,2220270,5.76,5.36,39.96
CB,Cantabria,2020-04-19,2083,934,78,158,626,33,581949,7.59,27.15,44.84
CM,Castilla-La Mancha,2020-04-19,16796,8173,531,2021,4178,171,2038440,12.03,99.14,48.66
CL,Castilla y León,2020-04-19,15857,7080,501,1493,5366,236,2402877,9.42,62.13,44.65
CT,Cataluña,2020-04-19,41676,22375,2409,4009,13934,1076,7609499,9.62,52.68,53.69
CE,Ceuta,2020-04-19,111,9,4,4,74,2,84434,3.6,4.74,8.11
VC,C. Valenciana,2020-04-19,10018,4827,646,1079,4629,81,4998711,10.77,21.59,48.18
EX,Extremadura,2020-04-19,3186,1306,112,389,858,50,1062797,12.21,36.6,40.99
GA,Galicia,2020-04-19,8299,2609,108,352,1548,114,2698764,4.24,13.04,31.44
MD,Madrid,2020-04-19,56963,8191,1111,7351,31762,2079,6685471,12.9,109.95,14.38
ML,Melilla,2020-04-19,104,44,3,2,46,0,84286,1.92,2.37,42.31
MC,Murcia,2020-04-19,1646,612,103,117,662,2,1494442,7.11,7.83,37.18
NC,Navarra,2020-04-19,4697,1856,128,385,1123,76,652526,8.2,59,39.51
PV,País Vasco,2020-04-19,12628,6109,501,1081,7124,59,2181919,8.56,49.54,48.38
RI,La Rioja,2020-04-19,3734,1282,79,285,1833,29,314487,7.63,90.62,34.33
AN,Andalucía,2020-04-20,11447,5509,692,1017,3411,124,8446561,8.88,12.04,48.13
AR,Aragon,2020-04-20,4938,2271,250,643,1182,52,1324397,13.02,48.55,45.99
AS,Asturias,2020-04-20,2365,1626,122,202,616,17,1019993,8.54,19.8,68.75
IB,Islas Baleares,2020-04-20,1808,986,161,161,1005,20,1198576,8.9,13.43,54.54
CN,Canarias,2020-04-20,2085,837,164,120,878,18,2220270,5.76,5.4,40.14
CB,Cantabria,2020-04-20,2123,948,78,165,646,40,581949,7.77,28.35,44.65
CM,Castilla-La Mancha,2020-04-20,17045,8199,534,2075,4242,249,2038440,12.17,101.79,48.1
CL,Castilla y León,2020-04-20,16259,7174,503,1521,5429,402,2402877,9.35,63.3,44.12
CT,Cataluña,2020-04-20,43112,22796,2437,4152,14446,1436,7609499,9.63,54.56,52.88
CE,Ceuta,2020-04-20,111,9,4,4,73,0,84434,3.6,4.74,8.11
VC,C. Valenciana,2020-04-20,10084,4866,648,1089,4719,66,4998711,10.8,21.79,48.25
EX,Extremadura,2020-04-20,3196,1327,112,397,921,10,1062797,12.42,37.35,41.52
GA,Galicia,2020-04-20,8468,2652,101,360,1588,169,2698764,4.25,13.34,31.32
MD,Madrid,2020-04-20,57997,7930,1076,7460,32277,1034,6685471,12.86,111.59,13.67
ML,Melilla,2020-04-20,105,44,3,2,46,1,84286,1.9,2.37,41.9
MC,Murcia,2020-04-20,1681,614,104,120,702,35,1494442,7.14,8.03,36.53
NC,Navarra,2020-04-20,4781,1877,128,397,1190,84,652526,8.3,60.84,39.26
PV,País Vasco,2020-04-20,12810,6141,507,1103,7277,182,2181919,8.61,50.55,47.94
RI,La Rioja,2020-04-20,3763,1297,81,294,1866,29,314487,7.81,93.49,34.47
AN,Andalucía,2020-04-21,11610,5565,696,1050,3569,163,8446561,9.04,12.43,47.93
AR,Aragon,2020-04-21,5054,2304,252,656,1530,116,1324397,12.98,49.53,45.59
AS,Asturias,2020-04-21,2419,1665,128,211,642,54,1019993,8.72,20.69,68.83
IB,Islas Baleares,2020-04-21,1836,1005,166,164,1017,28,1198576,8.93,13.68,54.74
CN,Canarias,2020-04-21,2094,841,164,121,927,9,2220270,5.78,5.45,40.16
CB,Cantabria,2020-04-21,2160,956,78,167,718,37,581949,7.73,28.7,44.26
CM,Castilla-La Mancha,2020-04-21,17321,8243,537,2140,4337,276,2038440,12.35,104.98,47.59
CL,Castilla y León,2020-04-21,16839,7264,505,1554,5614,580,2402877,9.23,64.67,43.14
CT,Cataluña,2020-04-21,43802,23295,2460,4247,15089,690,7609499,9.7,55.81,53.18
CE,Ceuta,2020-04-21,118,9,4,4,76,7,84434,3.39,4.74,7.63
VC,C. Valenciana,2020-04-21,10538,4896,649,1106,5011,454,4998711,10.5,22.13,46.46
EX,Extremadura,2020-04-21,3230,1349,112,404,1051,34,1062797,12.51,38.01,41.76
GA,Galicia,2020-04-21,8634,2674,96,368,1625,166,2698764,4.26,13.64,30.97
MD,Madrid,2020-04-21,59199,7464,1024,7577,33032,1202,6685471,12.8,113.34,12.61
ML,Melilla,2020-04-21,105,44,3,2,50,0,84286,1.9,2.37,41.9
MC,Murcia,2020-04-21,1695,622,104,123,761,14,1494442,7.26,8.23,36.7
NC,Navarra,2020-04-21,4899,1894,128,401,1316,118,652526,8.19,61.45,38.66
PV,País Vasco,2020-04-21,13044,6201,513,1124,7651,234,2181919,8.62,51.51,47.54
RI,La Rioja,2020-04-21,3792,1318,81,298,1899,29,314487,7.86,94.76,34.76
AN,Andalucía,2020-04-22,11845,5616,702,1079,3847,235,8446561,9.11,12.77,47.41
AR,Aragon,2020-04-22,5237,2340,253,681,1680,183,1324397,13,51.42,44.68
AS,Asturias,2020-04-22,2453,1705,130,223,665,34,1019993,9.09,21.86,69.51
IB,Islas Baleares,2020-04-22,1861,1022,167,168,1047,25,1198576,9.03,14.02,54.92
CN,Canarias,2020-04-22,2113,855,169,121,969,19,2220270,5.73,5.45,40.46
CB,Cantabria,2020-04-22,2206,965,78,173,850,46,581949,7.84,29.73,43.74
CM,Castilla-La Mancha,2020-04-22,17557,8304,546,2188,4577,236,2038440,12.46,107.34,47.3
CL,Castilla y León,2020-04-22,17402,7397,508,1582,5777,563,2402877,9.09,65.84,42.51
CT,Cataluña,2020-04-22,44892,23647,2478,4343,15477,1090,7609499,9.67,57.07,52.68
CE,Ceuta,2020-04-22,118,9,4,4,76,0,84434,3.39,4.74,7.63
VC,C. Valenciana,2020-04-22,10692,4917,650,1124,5388,154,4998711,10.51,22.49,45.99
EX,Extremadura,2020-04-22,3260,1375,113,407,1237,30,1062797,12.48,38.3,42.18
GA,Galicia,2020-04-22,8805,2694,92,375,1676,171,2698764,4.26,13.9,30.6
MD,Madrid,2020-04-22,60487,7077,981,7684,33645,1288,6685471,12.7,114.94,11.7
ML,Melilla,2020-04-22,106,44,3,2,55,1,84286,1.89,2.37,41.51
MC,Murcia,2020-04-22,1721,624,104,124,766,26,1494442,7.21,8.3,36.26
NC,Navarra,2020-04-22,4994,1907,129,409,1445,95,652526,8.19,62.68,38.19
PV,País Vasco,2020-04-22,13436,6260,516,1167,8136,392,2181919,8.69,53.49,46.59
RI,La Rioja,2020-04-22,3839,1331,82,303,1937,47,314487,7.89,96.35,34.67
ES,Nacional,2020-02-20,2,26,0,0,0,0,47100396,0,0,1300
ES,Nacional,2020-02-21,2,30,1,0,0,0,47100396,0,0,1500
ES,Nacional,2020-02-22,2,33,1,0,0,0,47100396,0,0,1650
ES,Nacional,2020-02-23,2,38,2,0,0,0,47100396,0,0,1900
ES,Nacional,2020-02-24,3,49,2,0,0,1,47100396,0,0,1633.33
ES,Nacional,2020-02-25,10,58,2,0,0,7,47100396,0,0,580
ES,Nacional,2020-02-26,16,63,3,0,0,6,47100396,0,0,393.75
ES,Nacional,2020-02-27,29,73,3,0,0,13,47100396,0,0,251.72
ES,Nacional,2020-02-28,43,78,3,0,0,14,47100396,0,0,181.4
ES,Nacional,2020-02-29,65,85,3,0,0,22,47100396,0,0,130.77
ES,Nacional,2020-03-01,113,88,3,0,0,48,47100396,0,0,77.88
ES,Nacional,2020-03-02,148,93,3,0,0,35,47100396,0,0,62.84
ES,Nacional,2020-03-03,194,105,5,0,0,46,47100396,0,0,54.12
ES,Nacional,2020-03-04,238,117,6,0,0,44,47100396,0,0,49.16
ES,Nacional,2020-03-05,364,130,8,0,0,126,47100396,0,0,35.71
ES,Nacional,2020-03-06,386,138,8,0,0,22,47100396,0,0,35.75
ES,Nacional,2020-03-07,526,146,9,0,0,140,47100396,0,0,27.76
ES,Nacional,2020-03-08,990,169,87,28,25,464,47100396,2.83,0.06,17.07
ES,Nacional,2020-03-09,1564,202,117,35,140,574,47100396,2.24,0.07,12.92
ES,Nacional,2020-03-10,2084,486,161,48,188,520,47100396,2.3,0.1,23.32
ES,Nacional,2020-03-11,2871,683,217,86,201,787,47100396,3,0.18,23.79
ES,Nacional,2020-03-12,4163,2243,287,123,200,1292,47100396,2.95,0.26,53.88
ES,Nacional,2020-03-13,5893,2596,317,141,544,1730,47100396,2.39,0.3,44.05
ES,Nacional,2020-03-14,7725,3691,423,292,556,1832,47100396,3.78,0.62,47.78
ES,Nacional,2020-03-15,9263,4169,478,314,575,1538,47100396,3.39,0.67,45.01
ES,Nacional,2020-03-16,11198,5982,628,496,1086,1935,47100396,4.43,1.05,53.42
ES,Nacional,2020-03-17,13716,6778,867,590,1160,2518,47100396,4.3,1.25,49.42
ES,Nacional,2020-03-18,17147,8898,1057,765,1210,3431,47100396,4.46,1.62,51.89
ES,Nacional,2020-03-19,19980,10915,1297,993,1542,2833,47100396,4.97,2.11,54.63
ES,Nacional,2020-03-20,24926,13807,1630,1326,2131,4946,47100396,5.32,2.82,55.39
ES,Nacional,2020-03-21,28914,16425,1816,1672,2672,3988,47100396,5.78,3.55,56.81
ES,Nacional,2020-03-22,32911,19577,2155,2136,3140,3997,47100396,6.49,4.53,59.48
ES,Nacional,2020-03-23,39673,23157,2617,2707,3697,6762,47100396,6.82,5.75,58.37
ES,Nacional,2020-03-24,47610,26859,3155,3303,5054,7937,47100396,6.94,7.01,56.41
ES,Nacional,2020-03-25,56188,30971,3481,3918,6326,8578,47100396,6.97,8.32,55.12
ES,Nacional,2020-03-26,64059,35820,4023,4663,8491,7871,47100396,7.28,9.9,55.92
ES,Nacional,2020-03-27,72248,40181,4353,5502,10896,8189,47100396,7.62,11.68,55.62
ES,Nacional,2020-03-28,78796,42807,4662,6217,13219,6548,47100396,7.89,13.2,54.33
ES,Nacional,2020-03-29,85142,45717,4926,6913,14823,6346,47100396,8.12,14.68,53.7
ES,Nacional,2020-03-30,94164,48144,5233,7733,16926,9022,47100396,8.21,16.42,51.13
ES,Nacional,2020-03-31,102136,51218,5517,8662,20023,7972,47100396,8.48,18.39,50.15
ES,Nacional,2020-04-01,110238,53720,5722,9539,23509,8102,47100396,8.65,20.25,48.73
ES,Nacional,2020-04-02,117710,55670,5919,10384,26540,7472,47100396,8.82,22.05,47.29
ES,Nacional,2020-04-03,124736,57789,6077,11164,30173,7026,47100396,8.95,23.7,46.33
ES,Nacional,2020-04-04,130759,58936,6362,11834,33701,6023,47100396,9.05,25.13,45.07
ES,Nacional,2020-04-05,135032,60069,6443,12462,35723,4273,47100396,9.23,26.46,44.49
ES,Nacional,2020-04-06,140510,60802,6526,13219,38620,5478,47100396,9.41,28.07,43.27
ES,Nacional,2020-04-07,146690,61500,6644,13976,43091,6180,47100396,9.53,29.67,41.93
ES,Nacional,2020-04-08,152446,62606,6810,14757,47116,5756,47100396,9.68,31.33,41.07
ES,Nacional,2020-04-09,157022,63822,6866,15399,50860,4576,47100396,9.81,32.69,40.65
ES,Nacional,2020-04-10,161852,64323,6895,15899,54118,4830,47100396,9.82,33.76,39.74
ES,Nacional,2020-04-11,166019,69868,6914,16505,57026,4167,47100396,9.94,35.04,42.08
ES,Nacional,2020-04-12,169404,71412,7148,17056,59165,3385,47100396,10.07,36.21,42.15
ES,Nacional,2020-04-13,172552,71850,7178,17591,61924,3148,47100396,10.19,37.35,41.64
ES,Nacional,2020-04-14,177464,73013,7271,18276,65682,4912,47100396,10.3,38.8,41.14
ES,Nacional,2020-04-15,182273,73625,7370,18893,69461,4809,47100396,10.37,40.11,40.39
ES,Nacional,2020-04-16,187230,74397,7338,19478,72952,4957,47100396,10.4,41.35,39.74
ES,Nacional,2020-04-17,191726,75519,7553,20043,74662,4496,47100396,10.45,42.55,39.39
ES,Nacional,2020-04-18,195944,76070,7668,20453,77357,4218,47100396,10.44,43.42,38.82
ES,Nacional,2020-04-19,200210,76512,7698,20852,80587,4266,47100396,10.42,44.27,38.22
ES,Nacional,2020-04-20,204178,77103,7705,21282,82514,3968,47100396,10.42,45.18,37.76
ES,Nacional,2020-04-21,208389,77609,7700,21717,85915,4211,47100396,10.42,46.11,37.24
ES,Nacional,2020-04-22,213024,78089,7705,22157,89250,4635,47100396,10.4,47.04,36.66
